ref	value	footprint	Field1	Field2
C1	10nF	SM0805
C2	0.1uF	SM0805
C3	4.7uF	SM0805
C4	0.1uF	SM0603
D1	LED	LED-1206
D2	LED	LED-1206
D3	LED	LED-1206
FB1	FILTER	SM0603
J1	USBPCB	SparkFun-USB-A-PCB
PCTS1	CONN_1	SIL-1
PDTR1	CONN_1	SIL-1
PGND1	CONN_1	SIL-1
PRTS1	CONN_1	SIL-1
PRXD1	CONN_1	SIL-1
PTXD1	CONN_1	SIL-1
PTXDEN1	CONN_1	SIL-1
PUSB1	CONN_4	SIL-4
PVCC1	CONN_1	SIL-1
R1	1K	SM0805
R2	1K	SM0805
R3	1K	SM0805
U1	FT232RL	SSOP28
